season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2009/10,20066,40,39,37,1170,0,1,0,26,0,0,0,0,0,50,0,0,0.0,0.0,0.0,0.0
2010/11,20066,45,43,74,2160,0,0,5,41,0,0,0,0,0,77,0,0,0.0,0.0,0.0,0.0
2011/12,20066,45,45,107,3060,0,0,3,73,0,2,0,1,0,167,2,0,0.0,0.0,0.0,0.0
2013/14,20066,45,45,2,90,0,0,0,2,0,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0
2014/15,20066,45,43,9,216,0,0,1,2,0,0,0,0,0,4,0,37,0.0,0.0,0.0,0.0
2015/16,20066,40,42,98,2610,0,0,8,36,0,0,0,1,0,78,5,489,0.0,0.0,0.0,0.0
2016/17,20066,45,43,92,2610,0,0,7,46,0,0,0,1,0,83,4,497,600.4,31.1,0.0,63.2
2017/18,20066,45,44,99,2430,0,0,7,41,0,0,0,1,0,91,11,506,603.8,10.0,0.0,61.4
2018/19,20066,45,44,67,1575,0,0,5,26,0,1,0,0,0,44,6,311,358.8,0.0,0.0,35.9
2019/20,20066,45,42,7,270,0,0,0,8,0,0,0,0,0,16,0,58,110.4,0.0,0.0,11.0
2020/21,20066,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
