season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2009/10,61933,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2010/11,61933,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2011/12,61933,50,47,6,213,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2012/13,61933,45,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2013/14,61933,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2014/15,61933,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2017/18,61933,45,46,100,3292,0,2,10,52,0,0,0,8,0,0,7,614,1027.6,98.9,361.0,148.9
2018/19,61933,45,47,115,3087,5,2,7,55,0,0,0,4,1,0,9,582,1024.4,84.1,499.0,160.9
2019/20,61933,50,48,44,1232,1,0,3,18,0,0,0,2,0,0,1,227,288.0,29.8,100.0,41.8
2020/21,61933,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
