id,first_name,second_name,now_cost,name,club,position,total_points,weighted_points
380,Troy,Deeney,54,Watford,WAT,FWD,118.8,140.85333333333332
383,Andre,Gray,54,Watford,WAT,FWD,77.25,94.025
393,Isaac,Success Ajayi,50,Watford,WAT,FWD,24.666666666666668,31.75
395,Ashley,Fletcher,48,Watford,WAT,FWD,16.0,32.0
404,João Pedro,Junqueira de Jesus,54,Watford,WAT,FWD,3.0,6.0
468,Joshua,King,58,Watford,WAT,FWD,106.16666666666667,121.88271604938272
104,Jay,Rodriguez,52,Burnley,BUR,FWD,87.14285714285714,98.675
105,Ashley,Barnes,52,Burnley,BUR,FWD,82.66666666666667,95.6111111111111
111,Matej,Vydra,52,Burnley,BUR,FWD,36.4,43.90526315789474
533,Lewis,Richardson,44,Burnley,BUR,FWD,2.0,4.0
78,Ivan,Toney,65,Brentford,BRE,FWD,2.0,4.0
