id,first_name,second_name,now_cost,name,short_name,position
21,Emile,Smith Rowe,58,Arsenal,ARS,MID
22,Bukayo,Saka,65,Arsenal,ARS,MID
25,Mattéo,Guendouzi,45,Arsenal,ARS,MID
26,Gabriel Teodoro,Martinelli Silva,53,Arsenal,ARS,MID
478,Albert,Sambi Lokonga,48,Arsenal,ARS,MID
531,Reiss,Nelson,50,Arsenal,ARS,MID
558,Martin,Ødegaard,55,Arsenal,ARS,MID
664,Charlie,Patino,45,Arsenal,ARS,MID
692,Omari,Hutchinson,45,Arsenal,ARS,MID
693,Salah-Eddine,Oulad M'hand,45,Arsenal,ARS,MID
19,Joseph,Willock,58,Newcastle,NEW,MID
291,Jonjo,Shelvey,53,Newcastle,NEW,MID
297,Jeff,Hendrick,48,Newcastle,NEW,MID
298,Ryan,Fraser,53,Newcastle,NEW,MID
304,Jacob,Murphy,47,Newcastle,NEW,MID
306,Isaac,Hayden,45,Newcastle,NEW,MID
308,Miguel,Almirón,51,Newcastle,NEW,MID
309,Sean,Longstaff,44,Newcastle,NEW,MID
312,Matthew,Longstaff,45,Newcastle,NEW,MID
599,Joe,White,44,Newcastle,NEW,MID
609,Elliot,Anderson,45,Newcastle,NEW,MID
697,Bruno,Guimarães Rodriguez Moura,49,Newcastle,NEW,MID
707,Lucas,De Bolle,45,Newcastle,NEW,MID
356,Erik,Lamela,60,Spurs,TOT,MID
359,Heung-Min,Son,108,Spurs,TOT,MID
362,Lucas,Rodrigues Moura da Silva,62,Spurs,TOT,MID
365,Pierre-Emile,Højbjerg,49,Spurs,TOT,MID
366,Harry,Winks,44,Spurs,TOT,MID
369,Steven,Bergwijn,59,Spurs,TOT,MID
372,Giovani,Lo Celso,59,Spurs,TOT,MID
373,Oliver,Skipp,44,Spurs,TOT,MID
375,Tanguy,Ndombele,57,Spurs,TOT,MID
487,Bryan,Gil Salvatierra,57,Spurs,TOT,MID
597,Dilan,Markanday,45,Spurs,TOT,MID
668,Harvey,White,44,Spurs,TOT,MID
701,Dejan,Kulusevski,61,Spurs,TOT,MID
702,Rodrigo,Bentancur,49,Spurs,TOT,MID
714,Alfie,Devine,45,Spurs,TOT,MID
29,Conor,Hourihane,49,Aston Villa,AVL,MID
32,Bertrand,Traoré,57,Aston Villa,AVL,MID
34,Morgan,Sanson,50,Aston Villa,AVL,MID
35,John,McGinn,57,Aston Villa,AVL,MID
37,Mahmoud Ahmed,Ibrahim Hassan,54,Aston Villa,AVL,MID
41,Marvelous,Nakamba,44,Aston Villa,AVL,MID
43,Emiliano,Buendía Stati,62,Aston Villa,AVL,MID
50,Douglas Luiz,Soares de Paulo,44,Aston Villa,AVL,MID
51,Jacob,Ramsey,48,Aston Villa,AVL,MID
492,Leon,Bailey,63,Aston Villa,AVL,MID
496,Aaron,Ramsey,44,Aston Villa,AVL,MID
497,Jaden,Philogene-Bidace,50,Aston Villa,AVL,MID
526,Carney,Chukwuemeka,45,Aston Villa,AVL,MID
638,Tim,Iroegbunam,45,Aston Villa,AVL,MID
681,Philippe,Coutinho Correia,74,Aston Villa,AVL,MID
703,Benjamin,Chrisene,45,Aston Villa,AVL,MID
713,Tommi,O'Reilly,45,Aston Villa,AVL,MID
123,Jorge Luiz,Frello Filho,58,Chelsea,CHE,MID
124,Ross,Barkley,52,Chelsea,CHE,MID
125,Mateo,Kovacic,50,Chelsea,CHE,MID
130,N'Golo,Kanté,49,Chelsea,CHE,MID
131,Hakim,Ziyech,73,Chelsea,CHE,MID
132,Ruben,Loftus-Cheek,54,Chelsea,CHE,MID
137,Christian,Pulisic,79,Chelsea,CHE,MID
138,Mason,Mount,75,Chelsea,CHE,MID
140,Callum,Hudson-Odoi,53,Chelsea,CHE,MID
141,Kai,Havertz,78,Chelsea,CHE,MID
592,Saúl,Ñíguez,49,Chelsea,CHE,MID
671,Lewis,Hall,45,Chelsea,CHE,MID
672,Harvey,Vale,45,Chelsea,CHE,MID
42,Anwar,El Ghazi,56,Everton,EVE,MID
163,Fabian,Delph,43,Everton,EVE,MID
164,Gylfi,Sigurdsson,67,Everton,EVE,MID
166,James,Rodríguez,69,Everton,EVE,MID
167,Bernard,Anício Caldeira Duarte,55,Everton,EVE,MID
171,Allan,Marques Loureiro,43,Everton,EVE,MID
172,André Filipe,Tavares Gomes,49,Everton,EVE,MID
173,Abdoulaye,Doucouré,53,Everton,EVE,MID
174,Alex,Iwobi,58,Everton,EVE,MID
176,Tom,Davies,48,Everton,EVE,MID
282,Donny,van de Beek,57,Everton,EVE,MID
363,Bamidele,Alli,62,Everton,EVE,MID
482,Andros,Townsend,52,Everton,EVE,MID
484,Demarai,Gray,55,Everton,EVE,MID
503,Anthony,Gordon,45,Everton,EVE,MID
504,Jean-Philippe,Gbamin,44,Everton,EVE,MID
613,Charlie,Whitaker,45,Everton,EVE,MID
630,Tyler,Onyango,45,Everton,EVE,MID
202,Marc,Albrighton,52,Leicester,LEI,MID
203,Nampalys,Mendy,43,Leicester,LEI,MID
206,Dennis,Praet,49,Leicester,LEI,MID
210,Youri,Tielemans,64,Leicester,LEI,MID
211,Ayoze,Pérez,57,Leicester,LEI,MID
212,James,Maddison,68,Leicester,LEI,MID
214,Hamza,Choudhury,44,Leicester,LEI,MID
215,Harvey,Barnes,65,Leicester,LEI,MID
216,Wilfred,Ndidi,48,Leicester,LEI,MID
458,Boubakary,Soumaré,48,Leicester,LEI,MID
505,Kiernan,Dewsbury-Hall,44,Leicester,LEI,MID
587,Ademola,Lookman,60,Leicester,LEI,MID
646,Lewis,Brunt,45,Leicester,LEI,MID
647,Kasey,McAteer,45,Leicester,LEI,MID
221,James,Milner,49,Liverpool,LIV,MID
222,Jordan,Henderson,50,Liverpool,LIV,MID
225,Thiago,Alcántara do Nascimento,53,Liverpool,LIV,MID
226,Xherdan,Shaqiri,59,Liverpool,LIV,MID
227,Alex,Oxlade-Chamberlain,58,Liverpool,LIV,MID
230,Sadio,Mané,117,Liverpool,LIV,MID
232,Fabio Henrique,Tavares,54,Liverpool,LIV,MID
233,Mohamed,Salah,132,Liverpool,LIV,MID
236,Takumi,Minamino,51,Liverpool,LIV,MID
239,Naby,Keita,50,Liverpool,LIV,MID
240,Diogo,Jota,83,Liverpool,LIV,MID
244,Curtis,Jones,50,Liverpool,LIV,MID
506,Harvey,Elliott,53,Liverpool,LIV,MID
553,Ben,Woodburn,45,Liverpool,LIV,MID
620,Tyler,Morton,45,Liverpool,LIV,MID
625,Kaide,Gordon,45,Liverpool,LIV,MID
696,Luis,Díaz,80,Liverpool,LIV,MID
332,Theo,Walcott,58,Southampton,SOU,MID
335,Oriol,Romeu Vidal,45,Southampton,SOU,MID
336,Nathan,Redmond,59,Southampton,SOU,MID
339,Stuart,Armstrong,58,Southampton,SOU,MID
341,James,Ward-Prowse,66,Southampton,SOU,MID
346,Nathan,Tella,47,Southampton,SOU,MID
347,William,Smallbone,45,Southampton,SOU,MID
349,Ibrahima,Diallo,45,Southampton,SOU,MID
350,Moussa,Djenepo,52,Southampton,SOU,MID
517,Mohamed,Elyounoussi,54,Southampton,SOU,MID
680,Kgaogelo,Chauke,45,Southampton,SOU,MID
406,Mark,Noble,44,West Ham,WHU,MID
412,Andriy,Yarmolenko,51,West Ham,WHU,MID
416,Manuel,Lanzini,57,West Ham,WHU,MID
419,Saïd,Benrahma,59,West Ham,WHU,MID
420,Jarrod,Bowen,70,West Ham,WHU,MID
421,Declan,Rice,51,West Ham,WHU,MID
422,Tomas,Soucek,57,West Ham,WHU,MID
423,Pablo,Fornals,60,West Ham,WHU,MID
522,Conor,Coventry,45,West Ham,WHU,MID
582,Nikola,Vlasic,56,West Ham,WHU,MID
589,Alex,Kral,44,West Ham,WHU,MID
634,Sonny,Perkins,45,West Ham,WHU,MID
652,Armstrong,Oko-Flex,44,West Ham,WHU,MID
710,Daniel,Chesters,45,West Ham,WHU,MID
144,Conor,Gallagher,62,Crystal Palace,CRY,MID
148,James,McArthur,43,Crystal Palace,CRY,MID
152,Luka,Milivojevic,53,Crystal Palace,CRY,MID
154,Wilfried,Zaha,68,Crystal Palace,CRY,MID
155,Jeffrey,Schlupp,54,Crystal Palace,CRY,MID
157,Jairo,Riedewald,47,Crystal Palace,CRY,MID
160,Eberechi,Eze,59,Crystal Palace,CRY,MID
386,Will,Hughes,47,Crystal Palace,CRY,MID
464,Michael,Olise,54,Crystal Palace,CRY,MID
541,Jesurun,Rak-Sakyi,44,Crystal Palace,CRY,MID
543,Scott,Banks,45,Crystal Palace,CRY,MID
53,Adam,Lallana,53,Brighton,BHA,MID
55,Pascal,Groß,57,Brighton,BHA,MID
57,Davy,Pröpper,45,Brighton,BHA,MID
60,Solomon,March,53,Brighton,BHA,MID
64,Leandro,Trossard,59,Brighton,BHA,MID
66,Alireza,Jahanbakhsh,55,Brighton,BHA,MID
70,Yves,Bissouma,44,Brighton,BHA,MID
73,Steven,Alzate,48,Brighton,BHA,MID
74,Alexis,Mac Allister,52,Brighton,BHA,MID
75,Jakub,Moder,45,Brighton,BHA,MID
462,Enock,Mwepu,59,Brighton,BHA,MID
537,Taylor,Richards,45,Brighton,BHA,MID
538,Moisés,Caicedo,45,Brighton,BHA,MID
612,Jeremy,Sarmiento,45,Brighton,BHA,MID
654,Marc,Leonard,45,Brighton,BHA,MID
426,João Filipe Iria,Santos Moutinho,49,Wolves,WOL,MID
434,Leander,Dendoncker,47,Wolves,WOL,MID
435,Adama,Traoré,56,Wolves,WOL,MID
436,Rúben Diogo,da Silva Neves,53,Wolves,WOL,MID
438,Daniel,Castelo Podence,55,Wolves,WOL,MID
440,Morgan,Gibbs-White,45,Wolves,WOL,MID
441,Pedro,Lomba Neto,64,Wolves,WOL,MID
442,Owen,Otasowie,45,Wolves,WOL,MID
461,Francisco,Machado Mota de Castro Trincão,56,Wolves,WOL,MID
547,Luke,Cundle,44,Wolves,WOL,MID
548,Chem,Campbell,44,Wolves,WOL,MID
661,Bruno André,Cavaco Jordão,45,Wolves,WOL,MID
687,Ryan,Giles,45,Wolves,WOL,MID
689,Francisco Jorge,Tomás Oliveira,55,Wolves,WOL,MID
33,Jack,Grealish,75,Man City,MCI,MID
250,Ilkay,Gündogan,71,Man City,MCI,MID
251,Kevin,De Bruyne,118,Man City,MCI,MID
254,Riyad,Mahrez,87,Man City,MCI,MID
255,Raheem,Sterling,107,Man City,MCI,MID
