id,first_name,second_name,now_cost,name,short_name,position
706,Hannibal,Mejbri,45,Man Utd,MUN,MID
182,Pablo,Hernández Domínguez,55,Leeds,LEE,MID
186,Mateusz,Klich,52,Leeds,LEE,MID
188,Stuart,Dallas,49,Leeds,LEE,MID
191,Kalvin,Phillips,47,Leeds,LEE,MID
192,Hélder Wander,Sousa de Azevedo e Costa,54,Leeds,LEE,MID
193,Tyler,Roberts,48,Leeds,LEE,MID
195,Ian Carlo,Poveda-Ocampo,45,Leeds,LEE,MID
196,Raphael,Dias Belloli,65,Leeds,LEE,MID
197,Jamie,Shackleton,44,Leeds,LEE,MID
267,Jack,Harrison,55,Leeds,LEE,MID
287,Daniel,James,60,Leeds,LEE,MID
551,Crysencio,Summerville,45,Leeds,LEE,MID
552,Adam,Forshaw,45,Leeds,LEE,MID
576,Liam,McCarron,44,Leeds,LEE,MID
600,Nohan,Kenneh,44,Leeds,LEE,MID
601,Stuart,McKinstry,43,Leeds,LEE,MID
624,Lewis,Bate,45,Leeds,LEE,MID
631,Jack,Jenkins,45,Leeds,LEE,MID
658,Archie,Gray,45,Leeds,LEE,MID
3,Willian,Borges Da Silva,63,Arsenal,ARS,MID
7,Granit,Xhaka,48,Arsenal,ARS,MID
12,Mohamed Naser,El Sayed Elneny,44,Arsenal,ARS,MID
13,Ainsley,Maitland-Niles,52,Arsenal,ARS,MID
15,Thomas,Partey,50,Arsenal,ARS,MID
17,Nicolas,Pépé,69,Arsenal,ARS,MID
18,Lucas,Torreira,45,Arsenal,ARS,MID
