season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2011/12,55422,50,56,102,1495,7,5,6,25,0,0,0,0,0,0,11,0,0.0,0.0,0.0,0.0
2012/13,55422,90,78,77,1235,3,5,1,22,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0
2013/14,55422,70,62,72,1276,5,0,6,18,0,0,0,2,0,0,5,72,0.0,0.0,0.0,0.0
2014/15,55422,60,65,154,2682,7,10,9,43,0,0,0,2,0,0,19,612,0.0,0.0,0.0,0.0
2015/16,55422,75,71,158,2914,11,4,8,45,0,0,0,6,0,0,21,568,0.0,0.0,0.0,0.0
2016/17,55422,75,74,181,3327,9,13,7,70,0,0,0,2,0,0,18,684,905.4,1302.7,1074.0,328.3
2017/18,55422,85,80,96,2257,4,4,6,40,0,0,0,2,0,0,8,396,485.6,614.9,437.0,154.0
2018/19,55422,75,74,182,3122,13,6,15,41,0,0,3,3,0,0,20,662,959.8,1098.5,1084.0,314.2
2019/20,55422,80,73,95,2555,2,4,6,45,0,0,0,3,0,0,7,397,454.6,765.1,484.0,170.5
2020/21,55422,70,68,122,2244,6,5,10,29,0,0,1,2,0,0,13,443,530.6,644.2,510.0,168.8
