season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2006/07,9089,50,50,109,2565,0,0,0,44,0,0,0,0,0,114,11,0,0.0,0.0,0.0,0.0
2007/08,9089,50,40,7,90,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0
2008/09,9089,50,48,9,180,0,0,0,1,0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0
2009/10,9089,50,45,37,810,0,0,0,8,0,0,0,0,0,21,2,0,0.0,0.0,0.0,0.0
2010/11,9089,45,53,153,3369,0,1,9,55,0,1,0,3,0,178,9,0,0.0,0.0,0.0,0.0
2011/12,9089,50,48,140,3330,0,0,10,49,0,2,0,0,0,109,8,0,0.0,0.0,0.0,0.0
2012/13,9089,50,51,105,2700,0,0,7,46,0,1,0,0,0,100,5,0,0.0,0.0,0.0,0.0
2013/14,9089,50,47,92,2148,0,0,4,38,0,2,0,1,0,72,13,112,0.0,0.0,0.0,0.0
2014/15,9089,45,45,98,2485,0,0,11,34,0,0,0,2,0,74,3,433,0.0,0.0,0.0,0.0
2015/16,9089,50,49,56,1350,0,0,4,17,0,0,0,1,0,45,5,262,0.0,0.0,0.0,0.0
2016/17,9089,45,47,113,3420,0,0,6,51,0,0,0,2,0,115,4,629,767.0,20.3,5.0,79.5
2017/18,9089,45,43,123,3330,0,0,10,55,0,0,0,2,0,99,11,635,716.8,20.0,0.0,73.8
2018/19,9089,45,46,129,3420,0,0,7,59,0,1,0,1,0,128,11,703,988.0,50.0,1.0,104.1
2019/20,9089,50,49,137,3420,0,0,9,64,0,1,0,1,0,117,17,686,904.6,10.1,17.0,93.5
