season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2016/17,216058,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2017/18,216058,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2018/19,216058,45,44,17,334,1,0,0,5,0,0,0,0,0,0,2,68,69.0,40.2,22.0,13.1
2019/20,216058,45,43,4,18,0,0,0,2,0,0,0,0,0,0,0,10,7.4,0.8,7.0,1.5
