season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2019/20,231372,60,58,45,1002,2,2,1,17,0,0,0,3,0,0,2,220,274.2,194.8,122.0,59.2
2020/21,231372,60,59,99,2086,3,3,12,24,0,0,0,3,0,0,7,407,408.0,270.8,281.0,96.2
