season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2019/20,233425,45,42,61,1250,3,3,5,22,0,0,0,0,0,0,5,146,150.6,91.4,530.0,76.0
2020/21,233425,55,52,38,783,2,1,1,17,0,0,0,0,0,0,2,95,104.2,74.1,307.0,48.2
