season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
2009/10,62398,45,45,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2010/11,62398,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2013/14,62398,60,60,54,1365,0,4,9,7,0,0,0,3,0,0,4,77,0.0,0.0,0.0,0.0
2014/15,62398,55,55,90,3122,1,3,16,29,0,0,0,10,1,0,3,608,0.0,0.0,0.0,0.0
2015/16,62398,50,46,83,2414,2,3,7,37,0,0,0,4,1,0,5,500,0.0,0.0,0.0,0.0
2016/17,62398,50,48,105,2694,1,8,15,24,0,0,0,4,0,0,1,550,546.8,447.1,279.0,127.5
2017/18,62398,50,47,91,3117,1,1,16,26,0,0,0,6,0,0,3,576,681.4,427.9,168.0,127.9
2018/19,62398,50,50,59,2437,1,0,6,37,0,0,0,6,1,0,2,371,477.6,247.9,183.0,90.9
2019/20,62398,50,48,55,1578,0,2,10,13,0,0,0,2,0,0,2,287,357.4,250.3,53.0,66.2
2020/21,62398,50,47,36,1101,0,1,4,18,0,0,0,2,0,0,0,223,218.4,149.0,80.0,44.7
